Season,Name,Age,Hometown,Profession,Finish,Ethnicity,Gender,Lgbt,Has Disability,State,Country
1,Sonja Christopher,63,"Walnut Creek, CA",Gym Teacher / Retired,16,White,F,True,False,CA,USA
1,B.B. Andersen,64,"Mission Hills, KS",Real Estate Developer,15,White,M,False,False,KS,USA
1,Stacey Stillman,27,"San Francisco, CA",Attorney,14,White,F,False,False,CA,USA
1,Ramona Gray,29,"Edison, NJ",Biochemist,13,African-American,F,False,False,NJ,USA
1,Dirk Been,23,"Spring Green, WI",Dairy Farmer,12,White,M,False,False,WI,USA
1,Joel Klug,27,"Sherwood, AR",Health Club Consultant,11,White,M,False,False,AR,USA
1,Gretchen Cordy,38,"Clarksville, TN",Teacher,10,White,F,False,False,TN,USA
1,Greg Buis,24,"Gold Hill, CO",Ivy League Graduate,9,White,M,False,False,CO,USA
1,Jenna Lewis,22,"Franklin, NH",Student,8,White,F,False,False,NH,USA
1,Gervase Peterson,30,"Willingboro, NJ",YMCA Basketball Coach,7,African-American,M,False,False,NJ,USA
1,Colleen Haskell,23,"Miami Beach, FL",Student,6,White,F,False,False,FL,USA
1,Sean Kenniff,30,"Carle Place, NY",Neurologist,5,White,M,False,False,NY,USA
1,Susan Hawk,38,"Palmyra, WI",Truck Driver,4,White,F,False,False,WI,USA
1,Rudy Boesch,72,"Virginia Beach, VA",Retired NAVY Seal,3,White,M,False,False,VA,USA
1,Kelly Wiglesworth,22,"Kernville, CA",River Rafting Guide,2,White,F,False,False,CA,USA
1,Richard Hatch,39,"Newport, RI",Corporate Trainer,1,White,M,True,False,RI,USA
2,Debb Eaton,45,"Milan, NH",Corrections Officer,16,White,F,False,False,NH,USA
2,Kel Gleason,32,"Fort Hood, TX",Army Intelligence Officer,15,Latin American,M,False,False,TX,USA
2,Maralyn Hershey,51,"Wakefield, VA",Retired Police Officer,14,White,F,False,False,VA,USA
2,Mitchell Olson,23,"Union City, NJ",Singer/Songwriter,13,White,M,True,False,NJ,USA
2,Kimmi Kappenberg,28,"Ronkonkoma, NY",Bartender,12,White,F,False,False,NY,USA
2,Michael Skupin,38,"White Lake, MI",Software Publisher,11,White,M,False,False,MI,USA
2,Jeff Varner,34,"New York, NY",Internet Projects Manager,10,White,M,True,False,NY,USA
2,Alicia Calaway,32,"New York, NY",Personal Trainer,9,African-American,F,False,False,NY,USA
2,Jerri Manthey,30,"Los Angeles, CA",Aspiring Actress,8,White,F,False,False,CA,USA
2,Nick Brown,23,"Steilacoom, WA",Law Student,7,African-American,M,False,False,WA,USA
2,Amber Mariano,22,"Beaver, PA",Administrative Assistant,6,White,F,False,False,PA,USA
2,Rodger Bingham,53,"Crittenden, KY",Teacher/Farmer,5,White,M,False,False,KY,USA
2,Elisabeth Filarski,23,"Newton, MA",Footwear Designer,4,White,F,False,False,MA,USA
2,Keith Famie,40,"West Bloomfield, MI",Chef,3,White,M,False,False,MI,USA
2,Colby Donaldson,26,"Dallas, TX",Auto Customizer,2,White,M,False,False,TX,USA
2,Tina Wesson,39,"Knoxville, TN",Personal Nurse,1,White,F,False,False,TN,USA
3,Diane Ogden,42,"Lincoln, NE",Mail Carrier,16,White,F,False,False,NE,USA
3,Jessie Camacho,27,"Orlando, FL",Sheriff,15,Latin American,F,False,False,FL,USA
3,Carl Bilancione,46,"Winter Springs, FL",Dentist,14,White,M,False,False,FL,USA
3,Linda Spencer,44,"Boston, MA",Career Counselor,13,African-American,F,False,False,MA,USA
3,Silas Gaither,23,"Los Angeles, CA",Bartender,12,White,M,False,False,CA,USA
3,Lindsey Richter,27,"Portland, OR",Advertising Executive,11,White,F,False,False,OR,USA
3,Clarence Black,24,"Detroit, MI",Basketball Coach,10,African-American,M,False,False,MI,USA
3,Kelly Goldsmith,22,"San Diego, CA",Behavior Analyst,9,White,F,False,False,CA,USA
3,Brandon Quinton,25,"Dallas, TX",Bartender,8,White,M,True,False,TX,USA
3,Frank Garrison,43,"Odessa, NY",Telephone Technician,7,White,M,False,False,NY,USA
3,Kim Powers,29,"Conshohocken, PA",Freelance Marketer,6,White,F,False,False,PA,USA
3,Teresa Cooper,42,"Jackson, GA",Flight Attendant,5,White,F,False,False,GA,USA
3,Tom Buchanan,46,"Rich Valley, VA",Goat Farmer,4,White,M,False,False,VA,USA
3,Lex van den Berghe,38,"Santa Cruz, CA",Marketing Manager,3,White,M,False,False,CA,USA
3,Kim Johnson,57,"Oyster Bay, NY",Retired Teacher,2,White,F,False,False,NY,USA
3,Ethan Zohn,27,"New York, NY",Professional Soccer Player,1,White,M,False,False,NY,USA
4,Peter Harkey,45,"Millis, MA",Bowling Alley Owner,16,White,M,False,False,MA,USA
4,Patricia Jackson,49,"Lugoff, SC",Truck Assembler,15,White,F,False,False,SC,USA
4,Hunter Ellis,33,"La Jolla, CA",Ex-Navy Fighter Pilot,14,White,M,False,False,CA,USA
4,Sarah Jones,24,"Newport Beach, CA",Account Manager,13,White,F,False,False,CA,USA
4,Gabriel Cade,23,"Hollywood, CA",Bartender,12,White,M,False,False,CA,USA
4,Gina Crews,28,"Gainesville, FL",Nature Guide,11,White,F,False,False,FL,USA
4,Rob Mariano,26,"Canton, MA",Construction Worker,10,White,M,False,False,MA,USA
4,John Carroll,36,"Omaha, NE",Nurse,9,White,M,True,False,NE,USA
4,Zoe Zanidakis,35,"Monhegan Island, ME",Fishing Boat Captain,8,White,F,False,False,ME,USA
4,Tammy Leitner,29,"Mesa, AZ",Crime Reporter,7,White,F,False,False,AZ,USA
4,Robert DeCanio,38,"College Point, NY",Limousine Driver,6,White,M,False,False,NY,USA
4,Sean Rector,30,"Los Angeles, CA",Teacher,5,African-American,M,False,False,CA,USA
4,Paschal English,57,"Thomaston, GA",Judge,4,White,M,False,False,GA,USA
4,Kathy Vavrick-O'Brien,47,"Burlington, VT",Real Estate Agent,3,White,F,False,False,VT,USA
4,Neleh Dennis,21,"Layton, UT",Student,2,White,F,False,False,UT,USA
4,Vecepia Towery,36,"Hayward, CA",Office Manager,1,African-American,F,False,False,CA,USA
5,John Raymond,40,"Slidell, LA",Pastor,16,White,M,False,False,LA,USA
5,Tanya Vance,27,"Kingsport, TN",Social Worker,15,White,F,False,False,TN,USA
5,Jed Hildebrand,25,"Dallas, TX",Dental Student,14,White,M,False,False,TX,USA
5,Ghandia Johnson,33,"Denver, CO",Legal Secretary,13,African-American,F,False,False,CO,USA
5,Stephanie Dill,29,"Fayetteville, AR",Firefighter,12,White,F,False,False,AR,USA
5,Robb Zbacnik,23,"Scottsdale, AZ",Bartender,11,White,M,False,False,AZ,USA
5,Shii Ann Huang,28,"New York, NY",Executive Recruiter,10,Asian-American,F,False,False,NY,USA
5,Erin Collins,26,"Austin, TX",Real Estate Agent,9,White,F,False,False,TX,USA
5,Ken Stafford,30,"Brooklyn, NY",Police Officer,8,White,M,False,False,NY,USA
5,Penny Ramsey,27,"Plano, TX",Pharmaceutical Saleswoman,7,White,F,False,False,TX,USA
5,Jake Billingsley,61,"McKinney, TX",Land Broker,6,White,M,False,False,TX,USA
5,"Ted Rogers, Jr.",37,"Durham, NC",Software Developer,5,African-American,M,False,False,NC,USA
5,Helen Glover,47,"Middletown, RI",Navy Swim Instructor,4,White,F,False,False,RI,USA
5,Jan Gentry,53,"Tampa, FL",Teacher,3,White,F,False,False,FL,USA
5,Clay Jordan,46,"Monroe, LA",Restaurant Owner,2,White,M,False,False,LA,USA
5,Brian Heidik,34,"Quartz Hill, CA",Used Car Salesman,1,White,M,False,False,CA,USA
6,Ryan Aiken,23,"Ellicott City, MD",Model,16,White,M,False,False,MD,USA
6,Janet Koth,47,"Manchester, MO",Homemaker,15,White,F,False,False,MO,USA
6,Daniel Lue,27,"Houston, TX",Tax Accountant,14,Asian-American,M,False,False,TX,USA
6,JoAnna Ward,31,"Orangeburg, SC",Guidance Counselor,13,African-American,F,False,False,SC,USA
6,Jeanne Hebert,41,"North Attleborough, MA",Marketing Director,12,White,F,False,False,MA,USA
6,Shawna Mitchell,23,"Redwood City, CA",Retail Saleswoman,11,White,F,False,False,CA,USA
6,Roger Sexton,56,"Valencia, CA",Construction Company Vice President,10,White,M,False,False,CA,USA
6,Dave Johnson,24,"Pasadena, CA",Rocket Scientist,9,White,M,False,False,CA,USA
6,Deena Bennett,35,"Riverside, CA",Deputy District Attorney,8,Latin American,F,False,False,CA,USA
6,Alex Bell,32,"Los Angeles, CA",Triathlon Coach,7,White,M,False,False,CA,USA
6,Christy Smith,24,"Basalt, CO",Children's Adventure Guide,6,White,F,False,True,CO,USA
6,Heidi Strobel,24,"Jefferson City, MO",Gym Teacher,5,White,F,False,False,MO,USA
6,Butch Lockley,50,"Olney, IL",School Principal,4,White,M,False,False,IL,USA
6,Rob Cesternino,24,"Wantagh, NY",Computer Projects Coordinator,3,White,M,False,False,NY,USA
6,Matthew von Ertfelda,33,"Washington, D.C.",Restaurant Designer,2,White,M,False,False,D.C.,USA
6,Jenna Morasca,21,"Pittsburgh, PA",Swimsuit Model,1,White,F,False,False,PA,USA
7,Nicole Delma,24,"Hermosa Beach, CA",Massage Therapist,16,White,F,False,False,CA,USA
7,Ryan Shoulders,23,"Clarksville, TN",Produce Clerk,15,White,M,False,False,TN,USA
7,Michelle Tesauro,22,"Pittstown, NJ",Student,14,White,F,False,False,NJ,USA
7,Trish Dunn,42,"Annapolis, MD",Sales Executive,13,White,F,False,False,MD,USA
7,Shawn Cohen,28,"New York, NY",Advertising Salesman,12,White,M,False,False,NY,USA
7,Osten Taylor,27,"Boston, MA",Equity Trade Manager,11,African-American,M,False,False,MA,USA
7,Andrew Savage,40,"Chicago, IL",Attorney,10,White,M,False,False,IL,USA
7,Ryan Opray,31,"Los Gatos, CA",Electrician,9,White,M,False,False,CA,USA
7,Rupert Boneham,39,"Indianapolis, IN",Troubled Teens Mentor,8,White,M,False,False,IN,USA
7,Tijuana Bradley,27,"St. Louis, MO",Pharmaceutical Saleswoman,7,African-American,F,False,False,MO,USA
7,Christa Hastie,24,"Los Angeles, CA",Computer Programmer,6,White,F,False,False,CA,USA
7,Burton Roberts,31,"San Francisco, CA",Marketing Executive,5,White,M,False,False,CA,USA
7,Darrah Johnson,22,"Liberty, MS",Mortician,4,White,F,False,False,MS,USA
7,Jon Dalton,29,"Danville, VA",Art Consultant,3,White,M,False,False,VA,USA
7,Lillian Morris,51,"Cincinnati, OH",Scoutmaster,2,White,F,False,False,OH,USA
7,Sandra Diaz-Twine,29,"Fort Lewis, WA",Office Assistant,1,Latin American,F,False,False,WA,USA
8,Tina Wesson,42,"Knoxville, TN",Motivational Speaker,18,White,F,False,False,TN,USA
8,Rudy Boesch,75,"Virginia Beach, VA",Retired Navy Seal,17,White,M,False,False,VA,USA
8,Jenna Morasca,22,"Pittsburgh, PA",Swimsuit Model,16,White,F,False,False,PA,USA
8,Rob Cesternino,25,"Wantagh, NY",Computer Projects Coordinator,15,White,M,False,False,NY,USA
8,Richard Hatch,42,"Newport, RI",Corporate Trainer,14,White,M,True,False,RI,USA
8,Susan Hawk,42,"Palmyra, WI",Waitress/Bartender,13,White,F,False,False,WI,USA
8,Colby Donaldson,29,"Dallas, TX",Actor,12,White,M,False,False,TX,USA
8,Ethan Zohn,30,"Lexington, MA",Motivational Speaker,11,White,M,False,False,MA,USA
8,Jerri Manthey,33,"Los Angeles, CA",Actress,10,White,F,False,False,CA,USA
8,Lex van den Berghe,40,"Santa Cruz, CA",Freelance Writer,9,White,M,False,False,CA,USA
8,Kathy Vavrick-O'Brien,49,"Burlington, VT",Real Estate Agent,8,White,F,False,False,VT,USA
8,Alicia Calaway,35,"New York, NY",Health and Fitness Reporter,7,African-American,F,False,False,NY,USA
8,Shii Ann Huang,30,"New York, NY",Executive Recruiter,6,Asian-American,F,False,False,NY,USA
8,Tom Buchanan,48,"Rich Valley, VA",Goat Farmer,5,White,M,False,False,VA,USA
8,Rupert Boneham,40,"Indianapolis, IN",Troubled Teens Mentor,4,White,M,False,False,IN,USA
8,Jenna Lewis,26,"Franklin, NH",Actress,3,White,F,False,False,NH,USA
8,Rob Mariano,28,"Canton, MA",Construction Worker,2,White,M,False,False,MA,USA
8,Amber Mariano,25,"Beaver, PA",Administrative Assistant,1,White,F,False,False,PA,USA
9,Brook Geraghty,33,"Huntington Beach, CA",Document Manager,18,White,M,False,False,CA,USA
9,Dolly Neely,25,"Mercer, PA",Sheep Farmer,17,White,F,False,False,PA,USA
9,John Palyok,31,"Los Angeles, CA",Sales Manager,16,White,M,False,False,CA,USA
9,Mia Galeotalanza,30,"Toms River, NJ",Bookkeeper,15,White,F,False,False,NJ,USA
9,Brady Finta,33,"Huntington Beach, CA",FBI Agent,14,White,M,False,False,CA,USA
9,Travis Sampson,33,"Blountville, TN",Security Officer,13,White,M,False,False,TN,USA
9,Lisa Keiffer,44,"New Orleans, LA",Real State Agent,12,White,F,False,False,LA,USA
9,John Kenney,22,"Los Angeles, CA",Mechanical Bull Operator/Model,11,White,M,False,False,CA,USA
9,Rory Freeman,35,"Des Moines, IA",Housing Case Manager,10,African-American,M,False,False,IA,USA
9,Lea Masters,40,"Columbia, SC",Drill Sergeant,9,White,M,False,False,SC,USA
9,Chad Crittenden,35,"Oakland, CA",Teacher,8,White,M,False,True,CA,USA
9,Leann Slaby,35,"Kansasville, WI",Equity Research Assistant,7,White,F,False,False,WI,USA
9,Ami Cusack,31,"Lakewood, CO",Coffee Barista,6,White,F,True,False,CO,USA
9,Julie Berry,23,"Gorham, ME",Youth Mentor,5,White,F,False,False,ME,USA
9,Eliza Orlins,21,"Syracuse, NY",Pre-Law Student,4,White,F,False,False,NY,USA
9,Scout Cloud Lee,59,"Stillwater, OK",Rancher,3,White,F,True,False,OK,USA
9,Twila Tanner,41,"Marshall, MO",Highway Repair Worker,2,White,F,False,False,MO,USA
9,Chris Daugherty,33,"South Vienna, OH",Highway Construction Worker,1,White,M,False,False,OH,USA
10,Jonathan Libby,23,"Dallas, TX",Sales & Marketing Associate,20,White,M,False,False,TX,USA
10,Wanda Shirk,55,"Ulysses, PA",English Teacher,19,White,F,False,False,PA,USA
10,Jolanda Jones,39,"Houston, TX",Attorney,18,African-American,F,True,False,TX,USA
10,Ashlee Ashby,22,"Easley, SC",Student,17,White,F,False,False,SC,USA
10,Jeff Wilson,21,"Ventura, CA",Personal Trainer,16,White,M,False,False,CA,USA
10,Kim Mullen,25,"Huber Heights, OH",Graduate Student,15,White,F,False,False,OH,USA
10,Willard Smith,57,"Bellevue, WA",Attorney,14,White,M,False,False,WA,USA
10,Angie Jakusz,24,"New Orleans, LA",Bartender,13,White,F,False,False,LA,USA
10,James Miller,33,"Mobile, AL",Steelworker,12,White,M,False,False,AL,USA
10,Ibrehem Rahman,27,"Birmingham, AL",Model,11,African-American,M,False,False,AL,USA
10,Bobby Jon Drinkard,27,"Troy, AL",Waiter,10,White,M,False,False,AL,USA
10,Coby Archa,32,"Dallas, TX",Hairdresser,9,White,M,True,False,TX,USA
10,Janu Tornell,39,"Las Vegas, NV",Vegas Showgirl,8,Latin American,F,False,False,NV,USA
10,Stephenie LaGrossa,25,"Glenolden, PA",Pharmaceutical Sales Representative,7,White,F,False,False,PA,USA
10,Gregg Carey,27,"Chicago, IL",Business Consultant,6,White,M,False,False,IL,USA
10,Caryn Groedel,46,"Solon, OH",Civil Rights Attorney,5,White,F,False,False,OH,USA
10,Jenn Lyon,32,"Encino, CA",Nanny,4,White,F,False,False,CA,USA
10,Ian Rosenberger,23,"Key Largo, FL",Dolphin Trainer,3,White,M,False,False,FL,USA
10,Katie Gallagher,29,"Merced, CA",Advertising Executive,2,White,F,False,False,CA,USA
10,Tom Westman,41,"Sayville, NY",Firefighter,1,White,M,False,False,NY,USA
11,Jim Lynch,63,"Northglenn, CO",Retired Fire Captain,18,White,M,False,False,CO,USA
11,Morgan McDevitt,21,"Decatur, IL",Magician's Assistant,17,White,F,False,False,IL,USA
11,Brianna Varela,21,"Edmonds, WA",Retail Salesperson,16,Latin American,F,False,False,WA,USA
11,Brooke Struck,26,"Hood River, OR",Law Student,15,White,F,False,False,OR,USA
11,Blake Towsley,24,"Dallas, TX",Real Estate Broker,14,White,M,False,False,TX,USA
11,Margaret Bobonich,43,"Chardon, OH",Nursing Practitioner,13,White,F,False,False,OH,USA
11,Brian Corridan,22,"New York, NY",Ivy League Student,12,White,M,True,False,NY,USA
11,Amy O'Hara,39,"Revere, MA",Police Sergeant,11,White,F,False,False,MA,USA
11,Brandon Bellinger,22,"Manhattan, KS",Farmer,10,White,M,False,False,KS,USA
11,Bobby Jon Drinkard,27,"Troy, AL",Waiter,9,White,M,False,False,AL,USA
11,Jamie Newton,24,"North Hollywood, CA",Water Skiing Instructor,8,White,M,False,False,CA,USA
11,Gary Hogeboom,46,"Grand Haven, MI",Former NFL Quarterback,7,White,M,False,False,MI,USA
11,Judd Sergeant,34,"Ridgefield, NJ",Hotel Doorman,6,White,M,False,False,NJ,USA
11,Cindy Hall,31,"Naples, FL",Zookeeper,5,White,F,False,False,FL,USA
11,Lydia Morales,42,"Lakewood, WA",Fishmonnger,4,Latin American,F,False,False,WA,USA
11,Rafe Judkins,22,"Providence, RI",Wilderness Guide,3,White,M,True,False,RI,USA
11,Stephenie LaGrossa,25,"Philadelphia, PA",Pharmaceutical Sales Representative,2,White,F,False,False,PA,USA
11,Danni Boatwright,30,"Tonganoxie, KS",Sports Radio Host,1,White,F,False,False,KS,USA
12,Tina Scheer,45,"Hayward, WI",Lumberjill,16,White,F,False,False,WI,USA
12,Melinda Hyder,32,"Sevierville, TN",Singer/Entertainer,15,White,F,False,False,TN,USA
12,Misty Giles,24,"Dallas, TX",Missile Engineer,14,White,F,False,False,TX,USA
12,Ruth Marie Milliman,48,"Greenville, SC",Property Developer,13,White,F,False,False,SC,USA
12,Bobby Mason,32,"Los Angeles, CA",Attorney,12,African-American,M,False,False,CA,USA
12,Dan Barry,52,"South Hadley, MA",Astronaut,11,White,M,False,False,MA,USA
12,Nick Stanbury,25,"Tempe, AZ",Financial Salesman,10,White,M,False,False,AZ,USA
12,Austin Carty,24,"High Point, NC",Writer,9,White,M,False,False,NC,USA
12,Sally Schumann,27,"Chicago, IL",Social Worker,8,White,F,False,False,IL,USA
12,Bruce Kanegai,58,"Simi Valley, CA",Art Teacher,7,Asian-American,M,False,False,CA,USA
12,Courtney Marit,31,"Los Angeles, CA",Fire Dancer,6,White,F,False,False,CA,USA
12,Shane Powers,35,"Los Angeles, CA",Marketing Executive,5,White,M,False,False,CA,USA
12,Cirie Fields,34,"Walterboro, SC",Nurse,4,African-American,F,False,False,SC,USA
12,Terry Deitz,46,"Simsbury, CT",Pilot,3,White,M,False,False,CT,USA
12,Danielle DiLorenzo,24,"Pompano Beach, FL",Medical Sales Representative,2,White,F,False,False,FL,USA
12,Aras Baskauskas,24,"Santa Monica, CA",Yoga Instructor,1,White,M,False,False,CA,USA
13,Sekou Bunch,46,"Los Angeles, CA",Jazz Musician,20,African-American,M,False,False,CA,USA
13,Billy Garcia,36,"New York, NY",Heavy Metal Musician,19,Latin American,M,False,False,NY,USA
13,Cecilia Mansilla,29,"Oakland, CA",Risk Consultant,18,Latin American,F,False,False,CA,USA
13,J.P. Calderon,30,"Marina Del Rey, CA",Profession Volleyball Player,17,Latin American,M,True,False,CA,USA
13,Stephannie Favor,35,"Columbia, SC",Nursing Student,16,African-American,F,False,False,SC,USA
13,Cao Boi Bui,42,"Christiansburg, VA",Nail Salon Manager,15,Asian-American,M,False,False,VA,USA
13,Cristina Coria,35,"Los Angeles, CA",Police Officer,14,Latin American,F,False,False,CA,USA
13,Jessica Smith,27,"Chico, CA",Roller Girl,13,White,F,False,False,CA,USA
13,Brad Virata,27,"Los Angeles, CA",Fashion Director,12,Asian-American,M,True,False,CA,USA
13,Rebecca Borman,34,"Laurelton, NY",Makeup Artist,11,African-American,F,False,False,NY,USA
13,Jenny Guzon-Bae,36,"Lake Forest, IL",Real Estate Agent,10,Asian-American,F,False,False,IL,USA
13,Nate Gonzalez,26,"Los Angeles, CA",Shoe Salesman,9,Latin American,M,False,False,CA,USA
13,Candice Cody,23,"Fayetteville, NC",Pre-Med Student,8,White,F,False,False,NC,USA
13,Jonathan Penner,44,"Los Angeles, CA",Writer,7,White,M,False,False,CA,USA
13,Parvati Shallow,24,"Los Angeles, CA",Boxer,6,White,F,True,False,CA,USA
13,Adam Gentry,28,"San Diego, CA",Copier Sales Executive,5,White,M,False,False,CA,USA
13,Sundra Oakley,31,"Los Angeles, CA",Actress,4,African-American,F,False,False,CA,USA
13,Becky Lee,28,"Washington, D.C.",Attorney,2,Asian-American,F,False,False,D.C.,USA
13,Ozzy Lusth,25,"Venice, CA",Waiter,2,Latin American,M,True,False,CA,USA
13,Yul Kwon,31,"San Mateo, CA",Management Consultant,1,Asian-American,M,False,False,CA,USA
14,Jessica deBen,27,"Los Angeles, CA",Fashion Stylist,19,White,F,False,False,CA,USA
14,Erica Durousseau,27,"Lake Charles, LA",Non-Profit Fundraiser,18,African-American,F,False,False,LA,USA
14,Sylvia Kwan,52,"Ross, CA",Architect,17,Asian-American,F,False,False,CA,USA
14,Gary Stritesky,55,"Ramsey, MN",School Bus Driver,16,White,M,False,False,MN,USA
14,Liliana Gomez,25,"Oxnard, CA",Loan Officer,15,Latin American,F,False,False,CA,USA
14,Rita Verreos,38,"San Antonio, TX",Single Mother,14,Latin American,F,False,False,TX,USA
14,Anthony Robinson,32,"Compton, CA",Expert Witness Locator,13,African-American,M,False,False,CA,USA
14,Rocky Reid,28,"Los Angeles, CA",Bartender,12,White,M,False,False,CA,USA
14,Lisi Linares,36,"Los Angeles, CA",Customer Service Representative,11,Latin American,F,False,False,CA,USA
14,Michelle Yi,23,"Cincinnati, OH",Student,10,Asian-American,F,False,False,OH,USA
14,Edgardo Rivera,28,"Miami Beach, FL",Advertising Executive,9,Latin American,M,False,False,FL,USA
14,Mookie Lee,25,"Chicago, IL",Business Consultant,8,Asian-American,M,False,False,IL,USA
14,Alex Angarita,28,"Los Angeles, CA",Attorney,7,Latin American,M,False,False,CA,USA
14,Stacy Kimball,27,"Boulder, CO",Web Producer,6,Asian-American,F,False,False,CO,USA
14,Boo Bernis,34,"Lafayette, LA",Construction Worker,5,White,M,False,False,LA,USA
14,Yau-Man Chan,54,"Martinez, CA",Internet Technology Director,4,Asian-American,M,False,False,CA,USA
14,Cassandra Franklin,42,"Los Angeles, CA",College Administrator,2,African-American,F,False,False,CA,USA
14,Dreamz Herd,25,"Wilmington, NC",Cheerleading Coach,2,African-American,M,False,False,NC,USA
14,Earl Cole,35,"Santa Monica, CA",Advertising Executive,1,African-American,M,False,False,CA,USA
15,Chicken Morris,47,"Marion, VA",Chicken Farmer,16,White,M,False,False,VA,USA
15,Ashley Massaro,28,"East Northport, NY",Professional Wrestler,15,White,F,False,False,NY,USA
15,Leslie Nease,38,"Tega Cay, SC",Christian Radio Host,14,White,F,False,False,SC,USA
15,Dave Cruser,37,"Simi Valley, CA",Former Model,13,White,M,False,False,CA,USA
15,Aaron Reisberger,32,"Venice, CA",Surfing Instructor,12,White,M,False,False,CA,USA
15,Sherea Lloyd,26,"Atlanta, GA",Elementary Teacher,11,African-American,F,False,False,GA,USA
15,Jaime Dugan,22,"Columbia, SC",Student,10,White,F,False,False,SC,USA
15,Jean-Robert Bellande,36,"Las Vegas, NV",Profession Poker Player,9,White,M,False,False,NV,USA
15,Frosti Zernow,20,"Chicago, IL",Student/Athlete,8,Asian-American,M,False,False,IL,USA
15,James Clement,30,"Lafayette, LA",Gravedigger,7,African-American,M,False,False,LA,USA
15,Erik Huffman,26,"Nashville, TN",Musician,6,White,M,False,False,TN,USA
15,Peih-Gee Law,29,"Marina Del Rey, CA",Jeweler,5,Asian-American,F,False,False,CA,USA
15,Denise Martin,40,"Douglas, MA",School Lunch Lady,4,White,F,False,False,MA,USA
15,Amanda Kimmel,23,"Kalispell, MT",Hiking Guide,2,White,F,False,False,MT,USA
15,Courtney Yates,26,"New York, NY",Waitress,2,White,F,False,False,NY,USA
15,Todd Herzog,22,"Pleasant Grove, UT",Flight Attendant,1,White,M,True,False,UT,USA
16,Jon Dalton,33,"Danville, VA",Art Consultant,20,White,M,False,False,VA,USA
16,Mary Sartain,29,"Emeryville, CA",Real Estate Manager,19,White,F,False,False,CA,USA
16,Yau-Man Chan,55,"Martinez, CA",Internet Technology Director,18,Asian-American,M,False,False,CA,USA
16,Mikey Bortone,34,"Los Angeles, CA",Aspiring Writer,17,White,M,False,False,CA,USA
16,Joel Anderson,32,"Avondale, AZ",Firefighter,16,White,M,False,False,AZ,USA
16,Jonathan Penner,45,"Los Angeles, CA",Writer,15,White,M,False,False,CA,USA
16,Chet Welch,48,"Ford City, PA",Pageant Coach,14,White,M,True,False,PA,USA
16,Kathy Sleckman,45,"Glen Ellyn, IL",Golf Course Vendor,13,White,F,False,False,IL,USA
16,Tracy Hughes-Wolf,43,"Fredericksburg, VA",Residential Builder,12,White,F,False,False,VA,USA
16,Ami Cusack,34,"Golden, CO",Nanny,11,White,F,True,False,CO,USA
16,Eliza Orlins,25,"New York, NY",Law School Student,10,White,F,False,False,NY,USA
16,Ozzy Lusth,26,"Venice, CA",Photographer,9,Latin American,M,True,False,CA,USA
16,Jason Siska,22,"Fox River Grove, IL",Gymnastics Coach,8,White,M,False,False,IL,USA
16,James Clement,30,"Lafayette, LA",Gravedigger,7,African-American,M,False,False,LA,USA
16,Alexis Jones,24,"Beverly Hills, CA",Motivational Speaker,6,Latin American,F,False,False,CA,USA
16,Erik Reichenbach,22,"Pinckney, MI",Ice Cream Scooper,5,White,M,False,False,MI,USA
16,Natalie Bolton,32,"Los Angeles, CA",Personal Trainer,4,Asian-American,F,True,False,CA,USA
16,Cirie Fields,37,"Norwalk, CT",Nurse,3,African-American,F,False,False,CT,USA
16,Amanda Kimmel,23,"Los Angeles, CA",Aspiring Designer,2,White,F,False,False,CA,USA
16,Parvati Shallow,25,"Los Angeles, CA",Charity Organizer,1,White,F,True,False,CA,USA
17,Michelle Chase,24,"Los Angeles, CA",Music Producer,18,White,F,False,False,CA,USA
17,Gillian Larson,61,"Temecula, CA",Retired Nurse,17,White,F,False,False,CA,USA
17,Paloma Soto-Castillo,24,"Downey, CA",Student,16,Latin American,F,False,False,CA,USA
17,Jacquie Berg,25,"Santa Barbara, CA",Medical Saleswoman,15,White,F,False,False,CA,USA
17,GC Brown,26,"Portland, OR",Maintenance Man,14,African-American,M,False,False,OR,USA
17,Kelly Czarnecki,22,"Buffalo Grove, IL",Retail Saleswoman,13,White,F,False,False,IL,USA
17,Ace Gordon,27,"Naples, FL",Jewelry Salesman/Photographer,12,White,M,False,False,FL,USA
17,Dan Kay,32,"Boston, MA",Attorney,11,White,M,False,False,MA,USA
17,Marcus Lehman,28,"Atlanta, GA",Doctor,10,Latin American,M,False,False,GA,USA
17,Charlie Herschel,29,"New York, NY",Attorney,9,White,M,True,False,NY,USA
17,Randy Bailey,49,"Eagle Rock, MO",Wedding Videographer,8,White,M,False,False,MO,USA
17,Corinne Kaplan,29,"Los Angeles, CA",Pharmaceutical Saleswoman,7,White,F,False,False,CA,USA
17,Crystal Cox,29,"Durham, NC",Olympic Gold Medalist,6,African-American,F,False,False,NC,USA
17,Ken Hoang,22,"Westminster, CA",Professional Gamer,5,Asian-American,M,False,False,CA,USA
17,Matty Whitmore,29,"Pacific Palisades, CA",Personal Trainer,4,White,M,False,False,CA,USA
17,Sugar Kiper,29,"Brooklyn, NY",Pin-Up Model,2,White,F,False,False,NY,USA
17,Susie Smith,47,"Charles City, IA",Hairdresser,2,Latin American,F,False,False,IA,USA
17,Bob Crowley,57,"Portland, ME",Physics Teacher,1,White,M,False,False,ME,USA
